text_file,raw_text_path,cleaned_readable_text_path,analysis_text_path,text_units_path,raw_text_checksum,raw_char_count,cleaned_readable_char_count,analysis_token_count,paragraph_count,sentence_count,detected_language,language_confidence,possible_mixed_language_flag,suggested_text_type,final_text_type,exclude_from_article_analysis,exclusion_reason,matched_master_id,matched_title,matched_year,match_confidence,year_conflict_flag,duplicate_group_id,duplicate_flag,needs_match_review_flag,text_id,file_size,encoding,raw_line_count,filename_year_hint,filename_suffix,possible_non_article_flag,notes_x,language_detection_method,non_english_flag,chinese_flag,text_type_source,analysis_char_count,analysis_preprocessing_profile,cleaned_readable_excerpt_x,duplicate_hash,sentence_segmentation_method,sentence_segmentation_warning,matched_author,title_score,second_title_score,score_margin,year_bonus,combined_score,score_reason,cleaned_readable_excerpt_y,master_id,year,volume,author,author_raw,title,year_start,year_end,time_window,notes_y,metadata_row_count,subject_list,subject_l1_list,subject_l2_list,subject_raw_list,subject_raw_norm_list,subject_split_list,mapping_note_list,subject_weight_list,suggested_keep_or_exclude,include_in_final_article_analysis,final_dataset_exclusion_reason
_1922_14.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1922_14.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_14.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_14.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,437a818fee33a9b0a810ee0a9a87dd08544ad02a,21210,20170,1669,9,155,en,0.925,False,article_candidate,article_candidate,False,,MASTER_00435,"Christ in the "" Li Tai Shen Hsien T'ung Chien """,1921,review_year_conflict,True,,False,True,TXT_00185,21322,utf-8-sig,419,1922,1922_14,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,12687,en_lowercase_stopword_filter_custom_stopwords,"HSIEN T'UNG CHIEN."" A Letter from Dr. H. A. Giles Mr. Werner finishes off an interesting paper in the Journal for 1921, pp. 186-188, with a note on ""Christ and Two Nestorian Priests,"" a picture which I reproduced several years ago in ""An Introduction to the History of Chinese Pictorial Art,"" and again in Adversaria Sinica, Series I, p. 27, with further arguments, pp. 215 and 300, to support my views. Mr. Werner declares that he has ""no wish to revive the controversy;"" and then, consenting like D",d881d011885c6ce68ebf3360b6ad0fd0873fdbda,en_punctuation_regex,,"Werner, E. T. C.",100.0,72.86,27.14,-12,88.0,title_substring_in_head,"HSIEN T'UNG CHIEN."" A Letter from Dr. H. A. Giles Mr. Werner finishes off an interesting paper in the Journal for 1921, pp. 186-188, with a note on ""Christ and Two Nestorian Priests,"" a picture which I reproduced several years ago in ""An Introduction to the History of Chinese Pictorial Art,"" and again in Adversaria Sinica, Series I, p. 27, with further arguments, pp. 215 and 300, to support my views. Mr. Werner declares that he has ""no wish to revive the controversy;"" and then, consenting like D",MASTER_00435,1921,NS 52,"Werner, E. T. C.","Werner, E. T. C.","Christ in the "" Li Tai Shen Hsien T'ung Chien """,1921.0,1921.0,1918-1927,"LI TAI SHEN HSIEN T<U+2019>UNG CHIEN, Li Dai Shen Xian Tong Jian, <U+5386><U+4EE3><U+795E><U+4ED9><U+901A><U+9274>",1.0,Christianity,Religion and Philosophy,Christianity,Christianity,christianity,christianity,,Christianity:1.0,keep,False,metadata_match_needs_review
_1923-1924_01.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1923-1924_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,6f92ad9ed3a6f917b33b23b916d9d41c393fa23c,2520,2361,238,2,18,en,0.925,False,article_candidate,article_candidate,False,,MASTER_00454,"Snowstorm, A",1923,high,False,,False,False,TXT_00186,2520,utf-8-sig,84,1923-1924,1923-1924_01,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,1582,en_lowercase_stopword_filter_custom_stopwords,"This poem was written by Shen-Chow, a famous artist and poet of the Ming Dynasty, on beholding an ancient picture of a snowstorm which he discovered in the attic of a monastery. After ten days in the city, Mad with glare and scorching gust And the brain is whirling wildly, Choked my eyes with burning dust Pleasant then to see before me In the attic of the priest League on league of snow-clad country, To my arid sight a feast. Small the measure of the canvas, Which displays the snow in flight; Ye",8769964e43272df594585015880d37fbdc7beee3,en_punctuation_regex,,"Budd, C.",92.0,75.0,17.0,12,104.0,coverage=1.00;local_coverage=1.00,"This poem was written by Shen-Chow, a famous artist and poet of the Ming Dynasty, on beholding an ancient picture of a snowstorm which he discovered in the attic of a monastery. After ten days in the city, Mad with glare and scorching gust And the brain is whirling wildly, Choked my eyes with burning dust Pleasant then to see before me In the attic of the priest League on league of snow-clad country, To my arid sight a feast. Small the measure of the canvas, Which displays the snow in flight; Ye",MASTER_00454,1923,NS 54,"Budd, C.","Budd, C.","Snowstorm, A",1923.0,1923.0,1918-1927,,1.0,Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,Protected compound mapped to LCSH language term,Language and languages:1.0,keep,True,
_1923-1924_02.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1923-1924_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,3dc80337ea7c60b710aa9ed656b3afa7c64798cc,14498,13599,1513,10,154,en,0.933,False,article_candidate,article_candidate,False,,MASTER_00455,Chu - goh Leang and the arrows,1923,high,False,,False,False,TXT_00187,14507,utf-8-sig,432,1923-1924,1923-1924_02,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,9144,en_lowercase_stopword_filter_custom_stopwords,"ARROWS. (HERO OF THE ""THREE KINGDOMS."") Taken direct from the original Chinese. ""To be a general and not to know the skies thoroughly; not to know the lie of the land; not to be skilled in art; not to be conversant with military maps; not to have an understanding of the strength and weakness of armies-is to show a poor ability."" With evil mien Cheo Yu inquir'd, ""Say, sir, what mightiest defence Should 'gainst our foes by us be hir'd All other arms in preference? CHU-GOH LEANG. The spear, the swo",19c1b7fc323db0cb4db581f6f15d43f4b26f4fc5,en_punctuation_regex,,"Jamieson, C. A.",100.0,75.0,25.0,12,112.0,title_substring_in_head,"ARROWS. (HERO OF THE ""THREE KINGDOMS."") Taken direct from the original Chinese. ""To be a general and not to know the skies thoroughly; not to know the lie of the land; not to be skilled in art; not to be conversant with military maps; not to have an understanding of the strength and weakness of armies-is to show a poor ability."" With evil mien Cheo Yu inquir'd, ""Say, sir, what mightiest defence Should 'gainst our foes by us be hir'd All other arms in preference? CHU-GOH LEANG. The spear, the swo",MASTER_00455,1923,NS 54,"Jamieson, C. A.","Jamieson, C. A.",Chu - goh Leang and the arrows,1923.0,1923.0,1918-1927,,1.0,Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,Protected compound mapped to LCSH language term,Language and languages:1.0,keep,True,
_1923-1924_03.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1923-1924_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,2fb71b2bdc779b1598b754130e9a1e5d57e6736d,508,427,46,1,11,en,0.929,False,article_candidate,article_candidate,False,,MASTER_00457,Then and now,1923,high,False,,False,False,TXT_00188,508,utf-8-sig,20,1923-1924,1923-1924_03,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,283,en_lowercase_stopword_filter_custom_stopwords,"Then we were one heart, Like the shadow to its substance cleaves. Now we are apart, Like the rain the heavy cloud leaves. Then we were one heart, Like varied tones sweet concord make. Now we are apart, Like autumn-leaves their branch forsake. Then we were one heart, Like a star our lives in brilliancy shone. Now we are apart, Oh, Void and Gloom! Be life soon gone! ELFRIDA HUDSON. *Unknown author. (About third century A.D.).",701bc81ad1bba82d8ca2b4f1f62b470cf47c414a,en_punctuation_regex,,"Hudson, E.",100.0,42.5,57.5,12,112.0,title_substring_in_head,"Then we were one heart, Like the shadow to its substance cleaves. Now we are apart, Like the rain the heavy cloud leaves. Then we were one heart, Like varied tones sweet concord make. Now we are apart, Like autumn-leaves their branch forsake. Then we were one heart, Like a star our lives in brilliancy shone. Now we are apart, Oh, Void and Gloom! Be life soon gone! ELFRIDA HUDSON. *Unknown author. (About third century A.D.).",MASTER_00457,1923,NS 54,"Hudson, E.","Hudson, E.",Then and now,1923.0,1923.0,1918-1927,,1.0,Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,Protected compound mapped to LCSH language term,Language and languages:1.0,keep,True,
_1923-1924_04.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1923-1924_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,64623bc8f24cb154c760d3a2a8e6e20fc757af9f,1577,1483,150,1,17,en,0.861,False,article_candidate,article_candidate,False,,MASTER_00458,"Night in the mountains, A",1923,high,False,,False,False,TXT_00189,1578,utf-8-sig,41,1923-1924,1923-1924_04,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,1000,en_lowercase_stopword_filter_custom_stopwords,"My way was lost 'mongst tangled firs and pines When happily a footpath I espied; Its trail I followed westward round the hill, And soon saw an expanse of azure sky. There was a Temple on the jutting crags, Silhouetting turrets quaint against the sky. High perched upon the fleecy clouds it seemed, And from its misty heights it called to prayer. The sun set calmly; night crept slowly on; Then silenced were the monkeys and the birds. The chant of bonzes-dulcet sound of bells Pierced through the lon",3fae121904c7e2a77fd14d992b30f0a2260efae0,en_punctuation_regex,,"Hudson, E.",92.0,75.0,17.0,12,104.0,coverage=1.00;local_coverage=1.00,"My way was lost 'mongst tangled firs and pines When happily a footpath I espied; Its trail I followed westward round the hill, And soon saw an expanse of azure sky. There was a Temple on the jutting crags, Silhouetting turrets quaint against the sky. High perched upon the fleecy clouds it seemed, And from its misty heights it called to prayer. The sun set calmly; night crept slowly on; Then silenced were the monkeys and the birds. The chant of bonzes-dulcet sound of bells Pierced through the lon",MASTER_00458,1923,NS 54,"Hudson, E.","Hudson, E.","Night in the mountains, A",1923.0,1923.0,1918-1927,,1.0,Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,Protected compound mapped to LCSH language term,Language and languages:1.0,keep,True,
_1923-1924_05.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1923-1924_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,f1472e6032fa2fd2f00cab75480c2d743e659b22,22304,21380,1934,9,141,en,0.859,False,article_candidate,article_candidate,False,,MASTER_00459,Hsuan - tsang and modern research,1923,high,False,,False,False,TXT_00190,22363,utf-8-sig,451,1923-1924,1923-1924_05,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,14467,en_lowercase_stopword_filter_custom_stopwords,"RESEARCH By BARON A. Von STAEL-HOLSTEIN. In every country we find classes of people or at least individuals who prefer a life of renunciation and high thought to the delights of home and love, who forego the charms of wealth and power in the belief that the real life is a spiritual life. But nowhere does this belief count as many followers as it does in India-the religious and philosophical country par excellence. Not only a few Brahmins but practically all classes of the Hindoo population regar",704c523e6c2acd29272e4aa0f0268b4b72ac4df9,en_punctuation_regex,,"Stael - Holstein, Baron A. von",100.0,60.0,40.0,12,112.0,title_substring_in_head,"RESEARCH By BARON A. Von STAEL-HOLSTEIN. In every country we find classes of people or at least individuals who prefer a life of renunciation and high thought to the delights of home and love, who forego the charms of wealth and power in the belief that the real life is a spiritual life. But nowhere does this belief count as many followers as it does in India-the religious and philosophical country par excellence. Not only a few Brahmins but practically all classes of the Hindoo population regar",MASTER_00459,1923,NS 54,"Stael - Holstein, Baron A. von","Stael - Holstein, Baron A. von",Hsuan - tsang and modern research,1923.0,1923.0,1918-1927,,1.0,Buddhism,Religion and Philosophy,Buddhism,Buddhism,buddhism,buddhism,,Buddhism:1.0,keep,True,
_1923-1924_06.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1923-1924_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,f6f9c0f92453e6c9bc8864065682403799c4c6e2,66916,64418,6098,29,656,en,0.909,False,article_candidate,article_candidate,False,,MASTER_00460,The Shuh country,1923,high,False,,False,False,TXT_00191,67123,utf-8-sig,1432,1923-1924,1923-1924_06,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,40581,en_lowercase_stopword_filter_custom_stopwords,"(Continued from Journal Vol. LIII. page 60.) By Rev. J. HUTSON CHAPTER VI. THE SUBJUGATION OF ""NIEH LONG."" As has been stated already the Kingdom of Shuh lost its independence during the reign of the Emperor Ts'in Huei Wang (E) and thereafter became a Commandery (B) of the Ts'in Dynasty. During the succeeding reigns of this dynasty many of the other surrounding tribes were gradually subjugated, but by that time, Shuh had already had over 90 years under the Ts'in Emperors. The Shu Commandery incl",c3911c7aed54f88700ee99efaf49010df480d79b,en_punctuation_regex,,Hutson J.,100.0,75.0,25.0,12,112.0,title_substring_in_head,"(Continued from Journal Vol. LIII. page 60.) By Rev. J. HUTSON CHAPTER VI. THE SUBJUGATION OF ""NIEH LONG."" As has been stated already the Kingdom of Shuh lost its independence during the reign of the Emperor Ts'in Huei Wang (E) and thereafter became a Commandery (B) of the Ts'in Dynasty. During the succeeding reigns of this dynasty many of the other surrounding tribes were gradually subjugated, but by that time, Shuh had already had over 90 years under the Ts'in Emperors. The Shu Commandery incl",MASTER_00460,1923,NS 54,Hutson J.,Hutson J.,The Shuh country,1923.0,1923.0,1918-1927,,4.0,Art | Archaeology | History | Manners and customs,Arts and Archaeology | History and Chronology | Anthropology and Social Customs,Art | Archaeology | History | Manners and customs,"arts, archaeology, history and social customs","arts, archaeology, history and social customs",arts | archaeology | history | social customs,LCSH standard form,Art:0.25 | Archaeology:0.25 | History:0.25 | Manners and customs:0.25,keep,True,
_1923-1924_07.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1923-1924_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,43e0436e7a5efb675532f0d75a80aa27e2c3eabc,27022,25999,2223,10,214,en,0.905,False,article_candidate,article_candidate,False,,MASTER_00461,"Culture, the basis of Chinese art",1923,high,False,,False,False,TXT_00192,27046,utf-8-sig,517,1923-1924,1923-1924_07,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,16917,en_lowercase_stopword_filter_custom_stopwords,"ART.* BY J. C. FERGUSON, PH. D. The first knowledge of Chinese artistic productions came to Europe through the introduction of porcelains during the Elizabethan period. Several large collections of the highest grades of Chinese porcelains were assembled in Europe and America during the nineteenth century. Careful attention was given to the study of the shapes, glazes, paste and decoration of these objects, for it was readily seen that they were superior in every respect to any porcelains produce",2d1ae795f1ae9f4c1e48f9bb49aed5c60538a847,en_punctuation_regex,,"Ferguson, J. C.",100.0,63.75,36.25,12,112.0,title_substring_in_head,"ART.* BY J. C. FERGUSON, PH. D. The first knowledge of Chinese artistic productions came to Europe through the introduction of porcelains during the Elizabethan period. Several large collections of the highest grades of Chinese porcelains were assembled in Europe and America during the nineteenth century. Careful attention was given to the study of the shapes, glazes, paste and decoration of these objects, for it was readily seen that they were superior in every respect to any porcelains produce",MASTER_00461,1923,NS 54,"Ferguson, J. C.","Ferguson, J. C.","Culture, the basis of Chinese art",1923.0,1923.0,1918-1927,,2.0,Art | Archaeology,Arts and Archaeology,Art | Archaeology,arts and archaeology,arts and archaeology,arts | archaeology,LCSH standard form,Art:0.5 | Archaeology:0.5,keep,True,
_1923-1924_08.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1923-1924_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,a5287cb96b4cf719ceebbf9d74879e1807a769c8,33673,32264,2857,16,282,en,0.913,False,article_candidate,article_candidate,False,,MASTER_00462,Science in old China *,1923,review,False,,False,True,TXT_00193,34222,utf-8-sig,802,1923-1924,1923-1924_08,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,21593,en_lowercase_stopword_filter_custom_stopwords,"BY HERBERT CHATLEY, D.Sc., A. INST. P. (Note-The following paper consists of notes made for a lecture delivered before the Society in April, 1921, somewhat expanded and supplemented. It is not intended as more than a sketch of an immense field of possible literary research, and the author is quite conscious of its many defects, omissions and possible inaccuracies) There is a popular belief common to old China hands. as well as to the Chinese themselves, that ancient China possessed extraordinary",cdf04225950a74ff9cfdd3bdff509add67e4a156,en_punctuation_regex,,"Chatley, H.",100.0,100.0,0.0,12,112.0,title_substring_in_head,"BY HERBERT CHATLEY, D.Sc., A. INST. P. (Note-The following paper consists of notes made for a lecture delivered before the Society in April, 1921, somewhat expanded and supplemented. It is not intended as more than a sketch of an immense field of possible literary research, and the author is quite conscious of its many defects, omissions and possible inaccuracies) There is a popular belief common to old China hands. as well as to the Chinese themselves, that ancient China possessed extraordinary",MASTER_00462,1923,NS 54,"Chatley, H.","Chatley, H.",Science in old China *,1923.0,1923.0,1918-1927,,1.0,Unknown,Unknown,Unknown,miscellaneous,miscellaneous,miscellaneous,User-reviewed as Unknown,Unknown:0.0,keep,False,metadata_match_needs_review
_1923-1924_09.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1923-1924_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,8050b2c79248e15e6b321df84f094e8dd0f7acff,90914,86848,8501,39,692,en,0.921,False,article_candidate,article_candidate,False,,MASTER_00463,Modern travel from Tai Yuan Fu via Mount Wu Tai to the Mongolian frontier,1923,high,False,,False,False,TXT_00194,90944,utf-8-sig,1825,1923-1924,1923-1924_09,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,57813,en_lowercase_stopword_filter_custom_stopwords,"TAI YUAN FU VIA MOUNT WU TAI TO THE MONGOLIAN FRONTIER*. By EMIL S. FISCHER. I. FROM PEKING TO TAI YUAN FU IN SHANSI AND NORTHWARD TO MOUNT WU TAI. In giving some outline of a recent journey into the north-western section of North China, a few remarks are necessary before going into the details which made me undertake this journey. When I lived in Shanghai during 1894 to 1899 the North China Branch of the Royal Asiatic Society made great efforts to ascertain conditions of travel in the interior ",5328853628dc1e61550b3ecc1a96220fea8489a6,en_punctuation_regex,,"Fischer, E. S.",100.0,75.0,25.0,12,112.0,title_substring_in_head,"TAI YUAN FU VIA MOUNT WU TAI TO THE MONGOLIAN FRONTIER*. By EMIL S. FISCHER. I. FROM PEKING TO TAI YUAN FU IN SHANSI AND NORTHWARD TO MOUNT WU TAI. In giving some outline of a recent journey into the north-western section of North China, a few remarks are necessary before going into the details which made me undertake this journey. When I lived in Shanghai during 1894 to 1899 the North China Branch of the Royal Asiatic Society made great efforts to ascertain conditions of travel in the interior ",MASTER_00463,1923,NS 54,"Fischer, E. S.","Fischer, E. S.",Modern travel from Tai Yuan Fu via Mount Wu Tai to the Mongolian frontier,1923.0,1923.0,1918-1927,,1.0,Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,,Travel:1.0,keep,True,
_1923-1924_10.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1923-1924_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,72c47bf667199f2b5a4e7845fe38d6d1e23d5a3f,37530,35939,3285,15,359,en,0.916,False,article_candidate,article_candidate,False,,MASTER_00464,A page of ancient Chinese history,1923,review,False,,False,True,TXT_00195,37560,utf-8-sig,760,1923-1924,1923-1924_10,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,21851,en_lowercase_stopword_filter_custom_stopwords,"CHINESE HISTORY. The Story of Kou Tsien-King of Yueh.* By JOHN DARROCH, D.LIT. The page from ancient Chinese history to which this.. paper refers is an exceedingly well-thumbed one. A recent issue of a Shanghai Chinese newspaper said that after his defeat by Wu Pei-fu, General Chang Tso-lin of Manchuria listened with avidity to one of his secretaries telling this tale of the humiliation of Kou-tsien and his triumphant revenge. The authorities for the truth of the story are as numerous and respec",391e76827e9ed4e884a592a00e095175824e5ce5,en_punctuation_regex,,"Darroch, J.",92.0,92.0,0.0,12,104.0,coverage=1.00;local_coverage=1.00,"CHINESE HISTORY. The Story of Kou Tsien-King of Yueh.* By JOHN DARROCH, D.LIT. The page from ancient Chinese history to which this.. paper refers is an exceedingly well-thumbed one. A recent issue of a Shanghai Chinese newspaper said that after his defeat by Wu Pei-fu, General Chang Tso-lin of Manchuria listened with avidity to one of his secretaries telling this tale of the humiliation of Kou-tsien and his triumphant revenge. The authorities for the truth of the story are as numerous and respec",MASTER_00464,1923,NS 54,"Darroch, J.","Darroch, J.",A page of ancient Chinese history,1923.0,1923.0,1918-1927,,1.0,Biography,History and Chronology,Biography,biographical history and individuals of history,biographical history and individuals of history,biographical history,,Biography:1.0,keep,False,metadata_match_needs_review
_1923-1924_11.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1923-1924_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,36d6f591bddd40189267f2368ce649b9d7948486,52416,49644,4847,30,513,en,0.869,False,article_candidate,article_candidate,False,,MASTER_00465,"Preliminary notes on the literary background of the "" Great River """,1923,high,False,,False,False,TXT_00196,52599,utf-8-sig,1159,1923-1924,1923-1924_11,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,31345,en_lowercase_stopword_filter_custom_stopwords,"LITERARY BACKGROUND OF ""THE GREAT RIVER.""* (The initials B. D. refer to the ""Biographical Dictionary"" by H. A. Giles.) By FLORENCE AYSCOUGH. Much as one dislikes to open with an apology, to-night it is inevitable that I do so. As always happens when one embarks upon the study of a subject connected with China, one finds oneself in the centre of a maze from which endless paths radiate. To-night I can only indicate a few of the directions in which these paths stretch. It would take years of study ",8d27a6bb6c5ae7373157cee68f525b49cfa0dc05,en_punctuation_regex,,"Ayscough, F. W.",100.0,75.0,25.0,12,112.0,title_substring_in_head,"LITERARY BACKGROUND OF ""THE GREAT RIVER.""* (The initials B. D. refer to the ""Biographical Dictionary"" by H. A. Giles.) By FLORENCE AYSCOUGH. Much as one dislikes to open with an apology, to-night it is inevitable that I do so. As always happens when one embarks upon the study of a subject connected with China, one finds oneself in the centre of a maze from which endless paths radiate. To-night I can only indicate a few of the directions in which these paths stretch. It would take years of study ",MASTER_00465,1923,NS 54,"Ayscough, F. W.","Ayscough, F. W.","Preliminary notes on the literary background of the "" Great River """,1923.0,1923.0,1918-1927,,1.0,Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,,Travel:1.0,keep,True,
_1923-1924_12.txt,C:\ras_text_analysis\files_for_text_analysis\articles\_1923-1924_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\text_units_v2_header_removed\article_text_units.csv,fa3e029617d7f52d2bfc530e897fbe91dd919ae5,42449,40667,3696,18,453,en,0.951,False,article_candidate,article_candidate,False,,MASTER_00466,"Religion of the Ch'iang, The *",1923,high,False,,False,False,TXT_00197,42457,utf-8-sig,870,1923-1924,1923-1924_12,False,,heuristic_script_and_stopword,False,False,filename_suffix_rule,25759,en_lowercase_stopword_filter_custom_stopwords,"By REV. T. TORRANCE, F.R.G.S. In the far West of China lying between the province of Szechuan and Tibet are found a number of tribes who are little known to the outside world. These are the great Rong with their five states, the wild Goloks, the sleek Sifan, the cross-bred Bolotsze, the thieving Hehshui people, the warlike Nosu or Lolos and the sturdy Ch'ing. The last named are found just inside China proper. They dwell mostly in the districts of Wenchuan, Weichou, Lifan, Mongchou and Southern S",572eb5c47699dce30a2656f11f07eef43e8dc731,en_punctuation_regex,,"Torrance, T.",100.0,75.0,25.0,12,112.0,title_substring_in_head,"By REV. T. TORRANCE, F.R.G.S. In the far West of China lying between the province of Szechuan and Tibet are found a number of tribes who are little known to the outside world. These are the great Rong with their five states, the wild Goloks, the sleek Sifan, the cross-bred Bolotsze, the thieving Hehshui people, the warlike Nosu or Lolos and the sturdy Ch'ing. The last named are found just inside China proper. They dwell mostly in the districts of Wenchuan, Weichou, Lifan, Mongchou and Southern S",MASTER_00466,1923,NS 54,"Torrance, T.","Torrance, T.","Religion of the Ch'iang, The *",1923.0,1923.0,1918-1927,,1.0,Religion,Religion and Philosophy,Religion,religion,religion,religion,,Religion:1.0,keep,True,
