K,topic_id,rank,theta,master_id,title,author,year,decade,L1,topic_label
30,0,11,0.0769764987120794,MASTER_00017,Notes on some new species of birds found on the island of Formosa,"Swinhoe, R.",1859,1850,Natural Sciences,"FREX: styan, kiangyin, chinkiang, genus, warbler, resident, yangtse_valley, swinhoe, shanghai_museum, fokien | Prob: genus, chinkiang, styan, family, winter, swinhoe, kiangyin, specimens, resident, collection | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Preliminary notes on the natural history of Nanking; Two new species of Chinese snakes *"
30,0,12,0.0556173562600912,MASTER_00346,""" Ink Remains "", by An I - chou","Ferguson, J. C.",1914,1910,Arts and Archaeology,"FREX: styan, kiangyin, chinkiang, genus, warbler, resident, yangtse_valley, swinhoe, shanghai_museum, fokien | Prob: genus, chinkiang, styan, family, winter, swinhoe, kiangyin, specimens, resident, collection | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Preliminary notes on the natural history of Nanking; Two new species of Chinese snakes *"
30,1,1,0.9995485246704396,MASTER_00180,Corea,"Scherzer, F., trans. Gould, C.",1883,1880,Anthropology and Social Customs,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,1,2,0.999525761039028,MASTER_00180,Corea,"Scherzer, F., trans. Gould, C.",1883,1880,Anthropology and Social Customs,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,1,3,0.999512041092399,MASTER_00180,Corea,"Scherzer, F., trans. Gould, C.",1883,1880,Anthropology and Social Customs,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,1,4,0.9993506318553792,,,,1920,1920,Unknown,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,1,5,0.999324011282418,,,,1920,1920,Unknown,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,1,6,0.99444683616792,MASTER_00410,Formosa,,1919,1910,Geography and Travel,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,1,7,0.4542348968766787,MASTER_00309,Java,"Mencarini, J.",1905,1900,Geography and Travel,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,1,8,0.1771296187927197,MASTER_00051,"Sorgo, or Northern Chinese sugar cane","Collins, V. D.",1865,1860,Natural Sciences,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,1,9,0.1044283394655777,MASTER_00529,Contributions from the Herbarium of the Shantung Christian University,"Jacot, A. P.",1928,1920,Natural Sciences,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,1,10,0.0682245745668513,MASTER_00349,The Great wall,"Edgar, J. H.",1914,1910,Natural Sciences,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,1,11,0.0594345419107749,MASTER_00157,"Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617","Hosie, A.",1877,1870,Natural Sciences,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,1,12,0.0575237238905406,MASTER_00157,"Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617","Hosie, A.",1877,1870,Natural Sciences,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,2,1,0.9998392444121595,MASTER_00159,The Climate of Eastern Asia,"Fritsche, H.",1877,1870,Natural Sciences,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,2,2,0.9998080686821036,MASTER_00159,The Climate of Eastern Asia,"Fritsche, H.",1877,1870,Natural Sciences,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,2,3,0.8943123389861795,MASTER_00124,"Meteorological observations, April - December 1872",Meteorological Committee,1871,1870,Natural Sciences,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,2,4,0.5842151825986442,MASTER_00021,"Meteorological tables, from observations made in Japan",,1859,1850,Natural Sciences,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,2,5,0.4666020503436474,MASTER_00350,Notes on temperatures in high altitudes on the Tibetan border,"Edgar, J. H.",1914,1910,Natural Sciences,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,2,6,0.2895088327736651,MASTER_00034,Winds and weather at Chefoo,Editorial Committee,1860,1860,Natural Sciences,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,2,7,0.2177698095741181,MASTER_00036,Notes on some of the physical causes which modify climate,"Henderson, J.",1864,1860,Natural Sciences,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,2,8,0.2135357313995424,MASTER_00558,Climatic changes during historic time in China,Coching Chu（竺可桢）,1931,1930,Natural Sciences,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,2,9,0.1955979054290248,MASTER_00004,"On Cyclones , or the Law of Storms","Nicolson, F. W.",1858,1850,Natural Sciences,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,2,10,0.1944067840043947,MASTER_00176,Notes on the south coast of Saghalien,"Anderson, G. C.",1882,1880,Geography and Travel,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,2,11,0.099722647746422,MASTER_00161,Periodical change of terrestrial magnetism *,"Schulze, F. W.",1878,1870,Natural Sciences,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,2,12,0.0740119710415636,,,,1859,1850,Unknown,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,3,1,0.9994027744700492,MASTER_00156,"Droughts in China, A. D. 620-1643","Hosie, A.",1877,1870,Natural Sciences,"FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,3,2,0.9994008031480416,MASTER_00156,"Droughts in China, A. D. 620-1643","Hosie, A.",1877,1870,Natural Sciences,"FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,3,3,0.8765607256738631,MASTER_00266,Inland communications in China *,"Kingsmill, T. W.",1893,1890,"Economy, Trade, and Technology","FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,3,4,0.5988457334143288,MASTER_00192,Trade routes to Western China,"Hosie, A.",1884,1880,"Economy, Trade, and Technology","FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,3,5,0.2124728942475934,MASTER_00282,"Grand Canal of China, The","Carles, W. R.",1896,1890,"Economy, Trade, and Technology","FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,3,6,0.1130600651546859,MASTER_00165,Rock inscriptions at the north side of Yentai Hill *,"Rhein, J.",1879,1870,Arts and Archaeology,"FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,3,7,0.1104747643026543,MASTER_00180,Corea,"Scherzer, F., trans. Gould, C.",1883,1880,Anthropology and Social Customs,"FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,3,8,0.1030784152833981,MASTER_00496,Flood and famine in North China,"Turner, F. B.",1926,1920,Natural Sciences,"FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,3,9,0.0996273186258641,MASTER_00037,"Narrative of an overland trip, through Hunan, from Canton to Hankow","Dickson, W.",1864,1860,Geography and Travel,"FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,3,10,0.0993934732913466,MASTER_00402,Thirty thousand miles in China *,"Edmunds, C. K.",1919,1910,Geography and Travel,"FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,3,11,0.0961218890303364,MASTER_00157,"Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617","Hosie, A.",1877,1870,Natural Sciences,"FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,3,12,0.091112145827428,MASTER_00157,"Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617","Hosie, A.",1877,1870,Natural Sciences,"FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,4,1,0.9992423097008056,MASTER_00419,Chinese ideas of antiques,Hutson J.,1920,1920,Arts and Archaeology,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,4,2,0.999203312970414,MASTER_00419,Chinese ideas of antiques,Hutson J.,1920,1920,Arts and Archaeology,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,4,3,0.9980526871779748,MASTER_00314,Chinese children's games,"Headland, I. T.",1906,1900,Anthropology and Social Customs,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,4,4,0.9812810239959352,MASTER_00425,"Hainanese Miao, The *","Moninger, M. M.",1921,1920,Anthropology and Social Customs,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,4,5,0.9806166376104009,MASTER_00425,"Hainanese Miao, The *","Moninger, M. M.",1921,1920,Anthropology and Social Customs,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,4,6,0.8719056163911943,MASTER_00024,Sketches of the Miau - tsze,"Bridgman, E. C.",1859,1850,Anthropology and Social Customs,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,4,7,0.8311713314840287,INDEX_00343,Chinese Embroidery and Other Art Textile Work,"Stanley, A.",1913,1910,Arts and Archaeology,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,4,8,0.7562588282362946,MASTER_00352,Chinese wood carving *,"Stanley, A.",1914,1910,Arts and Archaeology,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,4,9,0.7287511662311833,MASTER_00431,"Highways and byways of Kweichow, The *","Kemp, E. G.",1921,1920,Geography and Travel,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,4,10,0.7171158158294476,MASTER_00431,"Highways and byways of Kweichow, The *","Kemp, E. G.",1921,1920,Geography and Travel,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,4,11,0.5781315431157152,MASTER_00331,Notes on Chinese archery,"Reymond, C. du Bois",1912,1910,Anthropology and Social Customs,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,4,12,0.4764424918846496,MASTER_00112,The Aborigines of Hainan,"Swinhoe, R.",1871,1870,Anthropology and Social Customs,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,5,1,0.9982634080427616,MASTER_00415,"Relation of Chinese and Siamese, The *","Dodd, W. C.",1920,1920,Anthropology and Social Customs,"FREX: kansu, thos, migration, yangtze, heude, areas, insects, fauna, cat, cocoons | Prob: species, tai, forms, kansu, soochow, shansi, lao, shensi, nanking, race | Representative: Relation of Chinese and Siamese, The *; Natural history of China, The; Beginning of the study of the flora and fauna of Soochow and vicinity, A; Bamboos in China"
30,5,2,0.9982272365854208,MASTER_00415,"Relation of Chinese and Siamese, The *","Dodd, W. C.",1920,1920,Anthropology and Social Customs,"FREX: kansu, thos, migration, yangtze, heude, areas, insects, fauna, cat, cocoons | Prob: species, tai, forms, kansu, soochow, shansi, lao, shensi, nanking, race | Representative: Relation of Chinese and Siamese, The *; Natural history of China, The; Beginning of the study of the flora and fauna of Soochow and vicinity, A; Bamboos in China"
30,5,3,0.9629645315047626,MASTER_00435,"Natural history of China, The","Sowerby, A. de C.",1922,1920,Natural Sciences,"FREX: kansu, thos, migration, yangtze, heude, areas, insects, fauna, cat, cocoons | Prob: species, tai, forms, kansu, soochow, shansi, lao, shensi, nanking, race | Representative: Relation of Chinese and Siamese, The *; Natural history of China, The; Beginning of the study of the flora and fauna of Soochow and vicinity, A; Bamboos in China"
30,5,4,0.9008461339538272,MASTER_00412,"Beginning of the study of the flora and fauna of Soochow and vicinity, A","Gee, N. G.",1919,1910,Natural Sciences,"FREX: kansu, thos, migration, yangtze, heude, areas, insects, fauna, cat, cocoons | Prob: species, tai, forms, kansu, soochow, shansi, lao, shensi, nanking, race | Representative: Relation of Chinese and Siamese, The *; Natural history of China, The; Beginning of the study of the flora and fauna of Soochow and vicinity, A; Bamboos in China"
30,5,5,0.8958895121012167,MASTER_00559,Bamboos in China,"Porterfield, W. M.",1931,1930,Natural Sciences,"FREX: kansu, thos, migration, yangtze, heude, areas, insects, fauna, cat, cocoons | Prob: species, tai, forms, kansu, soochow, shansi, lao, shensi, nanking, race | Representative: Relation of Chinese and Siamese, The *; Natural history of China, The; Beginning of the study of the flora and fauna of Soochow and vicinity, A; Bamboos in China"
30,5,6,0.8938555557849543,MASTER_00369,Recent research upon the mammalia of North China,"Sowerby, A. de C.",1916,1910,Natural Sciences,"FREX: kansu, thos, migration, yangtze, heude, areas, insects, fauna, cat, cocoons | Prob: species, tai, forms, kansu, soochow, shansi, lao, shensi, nanking, race | Representative: Relation of Chinese and Siamese, The *; Natural history of China, The; Beginning of the study of the flora and fauna of Soochow and vicinity, A; Bamboos in China"
30,5,7,0.8317155581396564,MASTER_00359,"Tone - accents of two Chinese dialects, The *","Bradley, C. B.",1915,1910,Literature and Language,"FREX: kansu, thos, migration, yangtze, heude, areas, insects, fauna, cat, cocoons | Prob: species, tai, forms, kansu, soochow, shansi, lao, shensi, nanking, race | Representative: Relation of Chinese and Siamese, The *; Natural history of China, The; Beginning of the study of the flora and fauna of Soochow and vicinity, A; Bamboos in China"
